,text,profile,match_bin,match_cat
32,"Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком","Стаж 25 лет Индивидуальное и семейное психологическое консультирование. Работа со стрессом, тревогой. Работа с зависимыми состояниями. Снижение веса, корреция пищевого поведения. Принимал участие в качестве тренера в обучении волонтеров-психологов в объеме 72 часов, организованном Фондом евразийского сотрудничества и интеграции, а также принимал участие в волонтерской программе специальной реабилитационной и психологической помощи жителям Донецкой Народной Республики, реализованной Фондом евразийского сотрудничества и интеграции с использованием средств Фонда президентских грантов. Образование: 1995 диплом по специальности Биология, Кокшетауский государственный педагогический институт 1999 диплом по специальности Практиеская психология, Кокшетауский государственный педагогический институт Курсы повышения квалификации: 2003 Организация оказания психологической помощи при чрезвычайных ситуациях Государственный научный центр социальной и судебной психиатрии им. В.П. Сербского 2005 Практические навыки терапевта Институт семейной терапии 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины Сберздоровья",0,2
33,"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало. Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню. И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ","Стаж 25 лет Индивидуальное и семейное психологическое консультирование. Работа со стрессом, тревогой. Работа с зависимыми состояниями. Снижение веса, корреция пищевого поведения. Принимал участие в качестве тренера в обучении волонтеров-психологов в объеме 72 часов, организованном Фондом евразийского сотрудничества и интеграции, а также принимал участие в волонтерской программе специальной реабилитационной и психологической помощи жителям Донецкой Народной Республики, реализованной Фондом евразийского сотрудничества и интеграции с использованием средств Фонда президентских грантов. Образование: 1995 диплом по специальности Биология, Кокшетауский государственный педагогический институт 1999 диплом по специальности Практиеская психология, Кокшетауский государственный педагогический институт Курсы повышения квалификации: 2003 Организация оказания психологической помощи при чрезвычайных ситуациях Государственный научный центр социальной и судебной психиатрии им. В.П. Сербского 2005 Практические навыки терапевта Институт семейной терапии 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины Сберздоровья",0,1
34,Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения,"Стаж 28 лет Психологическая помощь при разрешении конфликтов: детско-родительские отношения, супружеские, взаимоотношения на работе. Семейное и индивидуальное консультирование, выбор жизненного пути, сопровождение изменений и личностных кризисов. Возрастные кризисы, приступы тревоги и страха. Выявление наследственных предрасположенностей и их влияние на личную эффективность и карьеру. Психоаналитический подход  делает работу с затруднениями клиентов глубокой и целостной, позволяя выявить и бережно проработать их истинные причины. Работаю со всеми видами запросов, связанными с поиском персонального смысла, улучшением качества жизни, повышением профессиональной и личной эффективности. Образование: 1996 диплом по специальности Образование и психология, Университет им. Еотвоша Лоранда /ЕLTE (Венгрия) Факультет 2021 диплом по специальности Психоанализ и психоаналитическое бизнес консультирование Магистр психологии, НИУ ВШЭ Магистратура Курсы повышения квалификации: 2009 Мастерство коучинга Международная Академия Коучинга и Лидерства 2010 IDEAL  метод доктора Тойча 2014 Центрирование ценностей людей и организаций автор и  ведущий Питер Врица 2015 Executive coaching (IATCL) автор и ведущий Ян Ардуи 2019 Курс подготовки и сертификации PCC и MCC ICF Coaching Centre Style of Life Academy ведущая Эстер Канна Ланда MCC ICF",0,2
35,"Девушка, 24 года, дереализация и тревожная депрессия, препараты подобраны, нужна психотерапия. Ваши рекомендации.","Стаж 28 лет Психологическая помощь при разрешении конфликтов: детско-родительские отношения, супружеские, взаимоотношения на работе. Семейное и индивидуальное консультирование, выбор жизненного пути, сопровождение изменений и личностных кризисов. Возрастные кризисы, приступы тревоги и страха. Выявление наследственных предрасположенностей и их влияние на личную эффективность и карьеру. Психоаналитический подход  делает работу с затруднениями клиентов глубокой и целостной, позволяя выявить и бережно проработать их истинные причины. Работаю со всеми видами запросов, связанными с поиском персонального смысла, улучшением качества жизни, повышением профессиональной и личной эффективности. Образование: 1996 диплом по специальности Образование и психология, Университет им. Еотвоша Лоранда /ЕLTE (Венгрия) Факультет 2021 диплом по специальности Психоанализ и психоаналитическое бизнес консультирование Магистр психологии, НИУ ВШЭ Магистратура Курсы повышения квалификации: 2009 Мастерство коучинга Международная Академия Коучинга и Лидерства 2010 IDEAL  метод доктора Тойча 2014 Центрирование ценностей людей и организаций автор и  ведущий Питер Врица 2015 Executive coaching (IATCL) автор и ведущий Ян Ардуи 2019 Курс подготовки и сертификации PCC и MCC ICF Coaching Centre Style of Life Academy ведущая Эстер Канна Ланда MCC ICF",0,2
36,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 28 лет Принимает взрослых с 18 лет. Невротические, тревожные, аффективные, соматоформные расстройства. Образование: 1996 диплом по специальности Лечебное дело, Тюменская медицинская академия Тюмень 1997 интернатура по специальности Психиатр-нарколог, Тюменская медицинская академия Тюмень Курсы повышения квалификации: 1999 Аналитическая психодрама Образовательная программа  ППЛ 1999 Психотерапия конца 20 века Международный университет ментальной экологии 2000 Неврозы, психотерапия и медицинская психология Российская Психотерапевтическая ассоциация 2000 Современные методы медицинской психологии Екатеринбургская ассоциация психотерапевтов и психологов 2001 Психотерапия в наркологии Российская медицинская академия последипломного образования 2001 Психотерапия и психологическое консультирование Европейская ассоциация психотерапии и ППЛ 2003 Повышение квалификации Психотерапия Уральская медицинская академия 2008 Тренинг тренеров Buro akzent , бюро корпоративного развития 2010 Экзистенциальная психология Институт гуманистической и экзистенциальной психологии 2020 Психотерапия Многопрофильная академия развития и технологий Опыт работы: 2018 - 2024 врач психотерапевт, МЦ Врачъ Ростов-на-Дону",0,2
37,"Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!","Стаж 28 лет Принимает взрослых с 18 лет. Невротические, тревожные, аффективные, соматоформные расстройства. Образование: 1996 диплом по специальности Лечебное дело, Тюменская медицинская академия Тюмень 1997 интернатура по специальности Психиатр-нарколог, Тюменская медицинская академия Тюмень Курсы повышения квалификации: 1999 Аналитическая психодрама Образовательная программа  ППЛ 1999 Психотерапия конца 20 века Международный университет ментальной экологии 2000 Неврозы, психотерапия и медицинская психология Российская Психотерапевтическая ассоциация 2000 Современные методы медицинской психологии Екатеринбургская ассоциация психотерапевтов и психологов 2001 Психотерапия в наркологии Российская медицинская академия последипломного образования 2001 Психотерапия и психологическое консультирование Европейская ассоциация психотерапии и ППЛ 2003 Повышение квалификации Психотерапия Уральская медицинская академия 2008 Тренинг тренеров Buro akzent , бюро корпоративного развития 2010 Экзистенциальная психология Институт гуманистической и экзистенциальной психологии 2020 Психотерапия Многопрофильная академия развития и технологий Опыт работы: 2018 - 2024 врач психотерапевт, МЦ Врачъ Ростов-на-Дону",0,1
38,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 29 лет Здравствуйте! Я работаю в когнитивно-поведенческом подходе. Буду полезна, если Вы решили справиться с такими проблемами как:  • хроническая усталость и постоянный стресс • профессиональное, эмоциональное или родительское выгорание • сложности в карьере и личной жизни • тревожность, страхи  • депрессия Важные части когнитивно-поведенческого  подхода:  анализ того, как наши мысли и чувства могут влиять на поведение и поиск оптимальных стратегий поведения в сложных ситуациях. Буду рада знакомству! Образование: 1995 диплом по специальности Психолог. Преподаватель психологии по специальности Психология, Московского государственного университета имени М.В.Ломоносова Курсы повышения квалификации: 2020 Карьерный консультант, специалист по развитию карьеры  2020 Школа карьерного менеджмента 2023 Когнитивно поведенческая психотерапия Московский институт психоанализа 2023 Базовый курс КПТ Ассоциация когнитивно поведенческой психотерапии 2023 Дистанционное психологическое консультирование Центр экстренной психологической помощи населению",0,2
39,"Добрый день! Нужен психолог, специализирующийся на психосоматике. Обязательно с основным высшим психологическим образованием","Стаж 3 года Работаю в доказательном направлении КПТ, АСТ. Работаю с различными состояниями: новрозами, паническими атаками, тревогой, депрессией, пониженным настроением, циклотимией, навязчивыми состояниями, навязчивыми мыслями, ОКР, БАР. Также работаю с различными жизненными трудностями: самооценкой, трудностями во взаимоотношениях, одиночеством, агрессией. На данный момент прохожу повышение квалификации в МГУ им. Ломоносова на курсе Терапия принятием и ответственностью. Образование: 2021 диплом по специальности Клиническая психология, Московский институт психоанализа г. Москва 2023 диплом по специальности Психолог, Московский институт психоанализа г. Москва",0,2
40,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 3 года Я — клинический психолог, когнитивно-поведенческий терапевт, схема-терапевт. Принимаю взрослых с 18 лет. Работаю в когнитивно-поведенческом подходе – это методы психотерапии с доказанной эффективностью. Обучаю, что такое и как устроена психика, Рассказываю, из чего складываются наши эмоции и почему их не надо бояться. Обучаю навыкам регулировать свои эмоции, оценивать ситуацию и адаптироваться, общаться с другими. Помогу, если тревожно, страшно. Если у вас сложная ситуация: разлад или разрыв отношений, потеря работы, смерть, стресс, перемены, если вам трудно что-то сделать. Если вы не знаете, как хотите реализовать себя и какую работу выбрать. Если вы чувствуете, что с вами «что-то не так», что вы «какой-то неправильный», что вы «чувствуете что-то не то» или если вам кажется, что нужно контролировать эмоции и у вас это не получается. Если вам плохо, если вы подавлены, если вы не хотите ни с кем общаться – кроме психолога, конечно. Обращаться к психологу – нормально и не страшно. Я никогда не отношусь к клиентам с предвзятостью и всегда стараюсь внимательно слушать, помочь и не навредить. Фиксированные достижения: Диплом бакалавра психологии с отличием и золотой медалью, диплом магистра психологии с отличием Научная деятельность: Спикер научных конференций по психологии; автор научных статей по психологии; автор коллективной монографии Современные аспекты психологии бизнеса (изд. Русайнс, 2023). Член Ассоциации когнитивно-поведенческой психотерапии. Образование: 2021 диплом по специальности Психология, индивидуальное консультирование, ГБОУ ВО МО «Академия социального управления» Мытищи 2023 диплом по специальности Магистр психологии, Российский экономический университет им. Г.В. Плеханова Москва Курсы повышения квалификации: 2023 Основы когнитивно-поведенческой терапии ООО Институт организационной и клинической психологии 2023 Клиническая психология с присвоением квалификации Клинический психолог ООО Институт организационной и клинической психологии 2023 Схема-терапия: знакомимся и пробуем на себе ООО  Институт Схема-Терапии 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины СберЗдоровья Опыт работы: 2020 - 2024 Психолог-консультант, Частная практика Москва 2020 - 2024 Организационный психолог, ТСН-ТСЖ Резидент 77 Москва 2022 - 2022 Клинический психолог-практикант, ГКБ им. А. К. Ерамишанцева Москва",1,3
41,"Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!","Стаж 3 года Я — клинический психолог, когнитивно-поведенческий терапевт, схема-терапевт. Принимаю взрослых с 18 лет. Работаю в когнитивно-поведенческом подходе – это методы психотерапии с доказанной эффективностью. Обучаю, что такое и как устроена психика, Рассказываю, из чего складываются наши эмоции и почему их не надо бояться. Обучаю навыкам регулировать свои эмоции, оценивать ситуацию и адаптироваться, общаться с другими. Помогу, если тревожно, страшно. Если у вас сложная ситуация: разлад или разрыв отношений, потеря работы, смерть, стресс, перемены, если вам трудно что-то сделать. Если вы не знаете, как хотите реализовать себя и какую работу выбрать. Если вы чувствуете, что с вами «что-то не так», что вы «какой-то неправильный», что вы «чувствуете что-то не то» или если вам кажется, что нужно контролировать эмоции и у вас это не получается. Если вам плохо, если вы подавлены, если вы не хотите ни с кем общаться – кроме психолога, конечно. Обращаться к психологу – нормально и не страшно. Я никогда не отношусь к клиентам с предвзятостью и всегда стараюсь внимательно слушать, помочь и не навредить. Фиксированные достижения: Диплом бакалавра психологии с отличием и золотой медалью, диплом магистра психологии с отличием Научная деятельность: Спикер научных конференций по психологии; автор научных статей по психологии; автор коллективной монографии Современные аспекты психологии бизнеса (изд. Русайнс, 2023). Член Ассоциации когнитивно-поведенческой психотерапии. Образование: 2021 диплом по специальности Психология, индивидуальное консультирование, ГБОУ ВО МО «Академия социального управления» Мытищи 2023 диплом по специальности Магистр психологии, Российский экономический университет им. Г.В. Плеханова Москва Курсы повышения квалификации: 2023 Основы когнитивно-поведенческой терапии ООО Институт организационной и клинической психологии 2023 Клиническая психология с присвоением квалификации Клинический психолог ООО Институт организационной и клинической психологии 2023 Схема-терапия: знакомимся и пробуем на себе ООО  Институт Схема-Терапии 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины СберЗдоровья Опыт работы: 2020 - 2024 Психолог-консультант, Частная практика Москва 2020 - 2024 Организационный психолог, ТСН-ТСЖ Резидент 77 Москва 2022 - 2022 Клинический психолог-практикант, ГКБ им. А. К. Ерамишанцева Москва",1,3
42,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 3 года Здравствуйте, меня зовут Якушкина Анастасия, я психолог, когнитивно – поведенческий психотерапевт, член Ассоциации Когнитивно – Поведенческой Психотерапии. У меня два высших образования, первое педагогическое, второе психологическое по специальности консультативная психология, полученное в Московском Институте Психоанализа. С какими запросами я работаю: с тревожными расстройствами, в частности  с генерализованным тревожным расстройством, соматоформным расстройством; депрессивными состояниями; стресс(хронический, острый), в том числе посттравматическое стрессовое расстройство и комплексное посттравматическое стрессовое расстройство; эмоции: «не чувствую», «не понимаю», «не умею контролировать», «не хочу это чувствовать»; межличностные отношения: родители - дети, мужья – жены, начальники – подчиненные, т.е. всевозможные; неадаптивное поведение: «не умею говорить нет», «постоянно подстраиваюсь под других», «прокрастинирую». На постоянной основе прохожу личную терапию, супервизию и интервизию. Образование: 2005 диплом по специальности Педагог, Казанский государственный педагогический институт 2023 диплом по специальности Психолог, Московский Институт Психоанализа Курсы повышения квалификации: 2021 Основы логотерапии МИП 2022 Современная когнитивно - поведенческая психотерапия Институт Психотерапии и Медицинской Психологии им. Б.Д. Карвасарского 2022 КПТ БАР, тревожных и депрессивных расстройств По материалам публикаций M. Basco, A. Rash, M. McKay, M. Skeen, P. Fanning, W. Blackwell 2022 Основы DBT По материалам курса DBT intensive Certification Training course 2022 Основы КПТ По материалам курса CBT Essentials Опыт работы: психолог",1,3
43,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 3 года Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах. Образование: 2005 диплом по специальности Экология, Российский государственный геологоразведочный университет им. Серго Орджоникидзе Москва Курсы повышения квалификации: 2020 Трансовые техники в психологии АНО Национальная Академия Дополнительного Профессионального Образования 2020 Когнитивно-бихевиоральные технологии в клинической практике Московский институт психоанализа 2021 Клиническая психология Российский государственный социальный университет",0,1
44,Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения,"Стаж 34 года Наталья Николаевна специализируется на когнитивно-поведенческой терапии и личностно-ориентированной реконструктивнойпсихотерапии, сексологии и семейной психотерапию. Образование: 1990 диплом по специальности факультет психологии по специализации  Медицинская психология, Санкт-Петербургский государственный университет Санкт-Петербург Курсы повышения квалификации: 2022 Санкт-Петербургский институт медицинской психотерапии и психологии КПТ при синдроме эмоционального сгорания и работе с негативными переживаниями Санкт-Петербург 2022 Оценка актуального психического состояния методиками психологической диагностики Санкт-Петербургский институт медицинской психотерапии и психологии 2022 Терапия АСТ расстройств пищевого поведения Санкт-Петербургский институт медицинской психотерапии и психологии Санкт-Петербург 2022 КПТ в экстренной помощи Санкт-Петербургский институт медицинской психотерапии и психологии 2022 Терапия ACT и CFT, методы и избранные техники Санкт-Петербургский институт медицинской психотерапии и психологии Санкт-Петербург",0,1
45,"Девушка, 24 года, дереализация и тревожная депрессия, препараты подобраны, нужна психотерапия. Ваши рекомендации.","Стаж 34 года Наталья Николаевна специализируется на когнитивно-поведенческой терапии и личностно-ориентированной реконструктивнойпсихотерапии, сексологии и семейной психотерапию. Образование: 1990 диплом по специальности факультет психологии по специализации  Медицинская психология, Санкт-Петербургский государственный университет Санкт-Петербург Курсы повышения квалификации: 2022 Санкт-Петербургский институт медицинской психотерапии и психологии КПТ при синдроме эмоционального сгорания и работе с негативными переживаниями Санкт-Петербург 2022 Оценка актуального психического состояния методиками психологической диагностики Санкт-Петербургский институт медицинской психотерапии и психологии 2022 Терапия АСТ расстройств пищевого поведения Санкт-Петербургский институт медицинской психотерапии и психологии Санкт-Петербург 2022 КПТ в экстренной помощи Санкт-Петербургский институт медицинской психотерапии и психологии 2022 Терапия ACT и CFT, методы и избранные техники Санкт-Петербургский институт медицинской психотерапии и психологии Санкт-Петербург",0,3
46,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 38 лет Специалист по депрессиям, паническим атакам, страхам и фобиям, проводит семейное консультирование, занимается проблемами в отношениях. Решает вопросы, связанные с карьерным ростом, с личностным развитием в рамках рабочих процессов, с проблемами управления коллективом, помогает в разрешении проблем отношений с коллегами, с подчиненными и с руководством. Образование: 1986 диплом по специальности Лечебное дело, Оренбургский Государственный медицинский институт 2009 диплом по специальности Интернатура по специальности Психолог - психотерапевт, Междисциплинарный учебно - исследовательский центр Москва 2022 диплом по специальности Когнитивно-поведенческая психотерапия в практике психолога, НАДПО Национальная академия дополнительного профессионального образования 2022 диплом по специальности Современные технологии в педагогике: семейное и детское психологическое консультирование, НОЧУ ВО Московский институт Психоанализа г. Москва",0,1
47,"Подскажите психотерапевта, работающего с избегающим расстройством личности, андрофобией, депрессией.","Стаж 38 лет Специалист по депрессиям, паническим атакам, страхам и фобиям, проводит семейное консультирование, занимается проблемами в отношениях. Решает вопросы, связанные с карьерным ростом, с личностным развитием в рамках рабочих процессов, с проблемами управления коллективом, помогает в разрешении проблем отношений с коллегами, с подчиненными и с руководством. Образование: 1986 диплом по специальности Лечебное дело, Оренбургский Государственный медицинский институт 2009 диплом по специальности Интернатура по специальности Психолог - психотерапевт, Междисциплинарный учебно - исследовательский центр Москва 2022 диплом по специальности Когнитивно-поведенческая психотерапия в практике психолога, НАДПО Национальная академия дополнительного профессионального образования 2022 диплом по специальности Современные технологии в педагогике: семейное и детское психологическое консультирование, НОЧУ ВО Московский институт Психоанализа г. Москва",1,4
48,"Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком","Стаж 4 года Принимает взрослых с 18 лет. — психосексуальные нарушения: терапия сексуальных расстройств, клиническая и патопсихологичнская диагностика; Направления, используемые в работе: Системная семейная терапия, КПТ, Психосоматика (терапия психосоматических расстройств), Когнитивно-образная терапия, Эриксоновский гипноз. Мой главный принцип в работе - бережное сопровождение клиента на пути к его выздоровлению. Член ассоциаций врачей: Консультативный член Общероссийской профессиональной психотерапевтической лиги Образование: 2020 диплом по специальности Основы психологической науки и практики, Московский институт психоанализа 2023 диплом по специальности Семейное консультирование и психотерапия, Московский институт психоанализа Москва Курсы повышения квалификации: 2020 Системная семейная терапия Московский институт психоанализа 2021 Когнитивно-бихевиоральные технологии в клинической практике Московский институт психоанализа 2021 Профайлинг Российский государственный социальный университет 2023 Работа с психосоматическими расстройствами Школа когнитивно-образной терапии 2023 Сертифицированное проведение Т-игры Психосоматика Школа когнитивно-образной терапии 2023 Психофармакология Авторский курс М.Карповой 2023 ЭРИКСОНОВСКИЙ ГИПНОЗ ЧОУ ДПО НАЦИОНАЛЬНАЯ ГУМАНИТАРНАЯ АКАДЕМИЯ 2023 ПСИХОЛОГИЧЕСКОЕ КОНСУЛЬТИРОВАНИЕ И ПСИХОТЕРАПИЯ КЛИЕНТОВ, ИМЕЮЩИХ ПСИХОСЕКСУАЛЬНЫЕ НАРУШЕНИЯ ООО Международный институт сертифицированного образования и повышения квалификации Опыт работы: 2020 - 2023 Психолог, Частная практика Москва",0,1
