request;description;match_bin;match
Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения;"Стаж 20 лет
Занимается проблемами в семье, на работе, депрессиями, апатией, чувством одиночества, вины, обиды, потерей смысла жизни, предназначением и т.д. Занимается зависимостью, созависимостью, расстройством пищевого поведения, психогенной депрессией.";0;2
Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.;"Стаж 21 год
Занимается психологическими кризисами, проблемами в отношениях, конфликтами внешними и внутренними, депрессиями, разводом, неуверенностью в себе, трудностями с выражением чувств и идей, страхами, паническими состояниями.";1;3
"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало.
Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню.
И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ";"Стаж 24 года
Принимает взрослых.
Здравствуйте! Я работаю в большей степени в рамках гештальт-терапии, EMDR-терапии. Мы сможем проработать с Вами и найти выход из следующих ситуаций и переживаний:
Научная деятельность: Автор более 30 научных и методических публикаций, в том числе 2 монографии и 1 коллективная монография";0;1
Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком;"Стаж 25 лет
Индивидуальное и семейное психологическое консультирование. Работа со стрессом, тревогой. Работа с зависимыми состояниями. Снижение веса, корреция пищевого поведения.
Принимал участие в качестве тренера в обучении волонтеров-психологов в объеме 72 часов, организованном Фондом евразийского сотрудничества и интеграции, а также принимал участие в волонтерской программе специальной реабилитационной и психологической помощи жителям Донецкой Народной Республики, реализованной Фондом евразийского сотрудничества и интеграции с использованием средств Фонда президентских грантов.";0;2
"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало.
Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню.
И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ";"Стаж 25 лет
Индивидуальное и семейное психологическое консультирование. Работа со стрессом, тревогой. Работа с зависимыми состояниями. Снижение веса, корреция пищевого поведения.
Принимал участие в качестве тренера в обучении волонтеров-психологов в объеме 72 часов, организованном Фондом евразийского сотрудничества и интеграции, а также принимал участие в волонтерской программе специальной реабилитационной и психологической помощи жителям Донецкой Народной Республики, реализованной Фондом евразийского сотрудничества и интеграции с использованием средств Фонда президентских грантов.";0;1
Девушка, 24 года, дереализация и тревожная депрессия, препараты подобраны, нужна психотерапия. Ваши рекомендации.;"Стаж 28 лет
""Психологическая помощь при разрешении конфликтов: детско-родительские отношения, супружеские, взаимоотношения на работе.
Семейное и индивидуальное консультирование, выбор жизненного пути, сопровождение изменений и личностных кризисов.
Возрастные кризисы, приступы тревоги и страха.
Выявление наследственных предрасположенностей и их влияние на личную эффективность и карьеру.
Психоаналитический подход  делает работу с затруднениями клиентов глубокой и целостной, позволяя выявить и бережно проработать их истинные причины.
Работаю со всеми видами запросов, связанными с поиском персонального смысла, улучшением качества жизни, повышением профессиональной и личной эффективности.""";0;2
Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения;"Стаж 28 лет
""Психологическая помощь при разрешении конфликтов: детско-родительские отношения, супружеские, взаимоотношения на работе.
Семейное и индивидуальное консультирование, выбор жизненного пути, сопровождение изменений и личностных кризисов.
Возрастные кризисы, приступы тревоги и страха.
Выявление наследственных предрасположенностей и их влияние на личную эффективность и карьеру.
Психоаналитический подход  делает работу с затруднениями клиентов глубокой и целостной, позволяя выявить и бережно проработать их истинные причины.
Работаю со всеми видами запросов, связанными с поиском персонального смысла, улучшением качества жизни, повышением профессиональной и личной эффективности.""";0;2
Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!;"Стаж 28 лет
Принимает взрослых с 18 лет.
Невротические, тревожные, аффективные, соматоформные расстройства.";0;1
Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .;"Стаж 28 лет
Принимает взрослых с 18 лет.
Невротические, тревожные, аффективные, соматоформные расстройства.";0;2
Добрый день! Нужен психолог, специализирующийся на психосоматике. Обязательно с основным высшим психологическим образованием;"Стаж 3 года
""Работаю в доказательном направлении КПТ, АСТ.
Работаю с различными состояниями: новрозами, паническими атаками, тревогой, депрессией, пониженным настроением, циклотимией, навязчивыми состояниями, навязчивыми мыслями, ОКР, БАР.
Также работаю с различными жизненными трудностями: самооценкой, трудностями во взаимоотношениях, одиночеством, агрессией.""
На данный момент прохожу повышение квалификации в МГУ им. Ломоносова на курсе Терапия принятием и ответственностью.";0;2
Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.;"Стаж 3 года
Здравствуйте, меня зовут Якушкина Анастасия, я психолог, когнитивно – поведенческий психотерапевт, член Ассоциации Когнитивно – Поведенческой Психотерапии.
У меня два высших образования, первое педагогическое, второе психологическое по специальности консультативная психология, полученное в Московском Институте Психоанализа.
""С какими запросами я работаю: с тревожными расстройствами, в частности  с генерализованным тревожным расстройством, соматоформным расстройством; депрессивными состояниями;
стресс(хронический, острый), в том числе посттравматическое стрессовое расстройство и комплексное посттравматическое стрессовое расстройство; эмоции: «не чувствую», «не понимаю», «не умею контролировать», «не хочу это чувствовать»; межличностные отношения: родители - дети, мужья – жены, начальники – подчиненные, т.е. всевозможные; неадаптивное поведение: «не умею говорить нет», «постоянно подстраиваюсь под других», «прокрастинирую».
На постоянной основе прохожу личную терапию, супервизию и интервизию.";1;3
Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.;"Стаж 3 года
Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах.";0;1
Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!;"Стаж 3 года
Я — клинический психолог, когнитивно-поведенческий терапевт, схема-терапевт.
Принимаю взрослых с 18 лет.
Работаю в когнитивно-поведенческом подходе – это методы психотерапии с доказанной эффективностью.""
Обучаю, что такое и как устроена психика, Рассказываю, из чего складываются наши эмоции и почему их не надо бояться. Обучаю навыкам регулировать свои эмоции, оценивать ситуацию и адаптироваться, общаться с другими.
Помогу, если тревожно, страшно. Если у вас сложная ситуация: разлад или разрыв отношений, потеря работы, смерть, стресс, перемены, если вам трудно что-то сделать. Если вы не знаете, как хотите реализовать себя и какую работу выбрать. Если вы чувствуете, что с вами «что-то не так», что вы «какой-то неправильный», что вы «чувствуете что-то не то» или если вам кажется, что нужно контролировать эмоции и у вас это не получается. Если вам плохо, если вы подавлены, если вы не хотите ни с кем общаться – кроме психолога, конечно.
Обращаться к психологу – нормально и не страшно. Я никогда не отношусь к клиентам с предвзятостью и всегда стараюсь внимательно слушать, помочь и не навредить.
Фиксированные достижения:
Диплом бакалавра психологии с отличием и золотой медалью, диплом магистра психологии с отличием
Научная деятельность:
Спикер научных конференций по психологии; автор научных статей по психологии; автор коллективной монографии ""Современные аспекты психологии бизнеса"" (изд. Русайнс, 2023).
Член Ассоциации когнитивно-поведенческой психотерапии.";1;3
Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .;"Стаж 3 года
Я — клинический психолог, когнитивно-поведенческий терапевт, схема-терапевт.
Принимаю взрослых с 18 лет.
Работаю в когнитивно-поведенческом подходе – это методы психотерапии с доказанной эффективностью.""
Обучаю, что такое и как устроена психика, Рассказываю, из чего складываются наши эмоции и почему их не надо бояться. Обучаю навыкам регулировать свои эмоции, оценивать ситуацию и адаптироваться, общаться с другими.
Помогу, если тревожно, страшно. Если у вас сложная ситуация: разлад или разрыв отношений, потеря работы, смерть, стресс, перемены, если вам трудно что-то сделать. Если вы не знаете, как хотите реализовать себя и какую работу выбрать. Если вы чувствуете, что с вами «что-то не так», что вы «какой-то неправильный», что вы «чувствуете что-то не то» или если вам кажется, что нужно контролировать эмоции и у вас это не получается. Если вам плохо, если вы подавлены, если вы не хотите ни с кем общаться – кроме психолога, конечно.
Обращаться к психологу – нормально и не страшно. Я никогда не отношусь к клиентам с предвзятостью и всегда стараюсь внимательно слушать, помочь и не навредить.
Фиксированные достижения:
Диплом бакалавра психологии с отличием и золотой медалью, диплом магистра психологии с отличием
Научная деятельность:
Спикер научных конференций по психологии; автор научных статей по психологии; автор коллективной монографии ""Современные аспекты психологии бизнеса"" (изд. Русайнс, 2023).
Член Ассоциации когнитивно-поведенческой психотерапии.";1;3
Девушка, 24 года, дереализация и тревожная депрессия, препараты подобраны, нужна психотерапия. Ваши рекомендации.;"Стаж 34 года
Наталья Николаевна специализируется на когнитивно-поведенческой терапии и личностно-ориентированной реконструктивнойпсихотерапии, сексологии и семейной психотерапию.
";0;3
Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком;"Стаж 4 года
Принимает взрослых с 18 лет.
— психосексуальные нарушения: терапия сексуальных расстройств, клиническая и патопсихологичнская диагностика;
""Направления, используемые в работе:
Системная семейная терапия, КПТ, Психосоматика (терапия психосоматических расстройств), Когнитивно-образная терапия, Эриксоновский гипноз.""
Мой главный принцип в работе - бережное сопровождение клиента на пути к его выздоровлению.
""Член ассоциаций врачей:
Консультативный член Общероссийской профессиональной психотерапевтической лиги""
Образование:
2020 диплом по специальности ""Основы психологической науки и практики"", Московский институт психоанализа
""2023 диплом по специальности """"Семейное консультирование и психотерапия"""", Московский институт психоанализа
Москва""
Курсы повышения квалификации:
""2020 """"Системная семейная терапия""""
Московский институт психоанализа""
""2021 """"Когнитивно-бихевиоральные технологии в клинической практике""""
Московский институт психоанализа""
""2021 """"Профайлинг""""
Российский государственный социальный университет""
""2023 """"Работа с психосоматическими расстройствами""""
Школа когнитивно-образной терапии""
""2023 Сертифицированное проведение Т-игры """"Психосоматика""""
Школа когнитивно-образной терапии""
""2023 """"Психофармакология""""
Авторский курс М.Карповой""
""2023 """"ЭРИКСОНОВСКИЙ ГИПНОЗ""""
ЧОУ ДПО """"НАЦИОНАЛЬНАЯ ГУМАНИТАРНАЯ АКАДЕМИЯ""""""
""2023 """"ПСИХОЛОГИЧЕСКОЕ КОНСУЛЬТИРОВАНИЕ И ПСИХОТЕРАПИЯ КЛИЕНТОВ, ИМЕЮЩИХ ПСИХОСЕКСУАЛЬНЫЕ НАРУШЕНИЯ""""
ООО """"Международный институт сертифицированного образования и повышения квалификации""""""
Опыт работы:
2020 - 2023 Психолог, Частная практика
Москва";0;1
"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало.
Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню.
И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ";"Стаж 4 года
Принимает взрослых с 18 лет.
— психосексуальные нарушения: терапия сексуальных расстройств, клиническая и патопсихологичнская диагностика;
""Направления, используемые в работе:
Системная семейная терапия, КПТ, Психосоматика (терапия психосоматических расстройств), Когнитивно-образная терапия, Эриксоновский гипноз.""
Мой главный принцип в работе - бережное сопровождение клиента на пути к его выздоровлению.
""Член ассоциаций врачей:
Консультативный член Общероссийской профессиональной психотерапевтической лиги";1;3
Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.;"Стаж 4 года
Принимает детей и взрослых с 15 лет.
Ирина Андреевна работает:
•с детско-родительскими отношениями( сложности в общении с ребёнком, родителями и другими членами семьи);
•затруднениями в учебной деятельности;
•с трудными жизненными ситуациями ( смена места работы, переезд, измена, утрата, угроза жизни или здоровью );
•с личными кризисами и поиском смыслов;
•низкой самооценкой и неуверенностью в себе;
•сниженным эмоциональным фоном, работа с чувствами;
•депрессивные состояния, апатия, прокрастинация, тревога;
•сложности в общении, в том числе и с противоположным полом;
•суицидальное поведение, самоповреждения.";0;2
Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком;"Стаж 5 лет
Принимает взрослых и детей с 15 лет.
В рамках психологической помощи оказывается индивидуальное и семейное консультирования по вопросам: построения отношений и семейных конфликтов, разрывов; проблемы личностного роста и профессионального развития; переживание горя, тревог, страхов, одиночества; утрата смысла жизни.";1;3
Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком;"Стаж 5 лет
Принимает взрослых с 18 лет
Семейный психолог. КПТ терапевт.
Проблемы в семье. Тревожные расстройства. Депрессия. Зависимые расстройства. Паническое расстройство. Социофобия. Ипохондрия. Обсессивно-компульсивное расстройство.";0;2
"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало.
Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню.
И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ";"Стаж 5 лет
Принимает взрослых с 18 лет.
Методы: Когнитивно-поведенческая психотерапия (А. Бек), дополнительно методики из Транзактного анализа (Э. Берн), Экзистенциальной психотерапии (И. Ялом, В. Франкл), Эмоционально-образной психотерапии (Н. Линде).";0;1
Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения;"Стаж 5 лет
Принимает взрослых с 18 лет.
Методы: Когнитивно-поведенческая психотерапия (А. Бек), дополнительно методики из Транзактного анализа (Э. Берн), Экзистенциальной психотерапии (И. Ялом, В. Франкл), Эмоционально-образной психотерапии (Н. Линде).";0;1
Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком;"Стаж 5 лет
Принимает взрослых с 18 лет.
Работаю с такими темами как: панические атаки, неврозы, низкая самооценка, тревога, синдром самозванца, прокрастинация.";0;1
"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало.
Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню.
И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ";"Стаж 5 лет
Принимает взрослых с 18 лет.
Работаю с такими темами как: панические атаки, неврозы, низкая самооценка, тревога, синдром самозванца, прокрастинация.";0;1
"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало.
Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню.
И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ";"Стаж 5 лет
Принимает взрослых с 18 лет.
Работаю с такими темами как: панические атаки, неврозы, низкая самооценка, тревога, синдром самозванца, прокрастинация.";1;3
Девушка, 24 года, дереализация и тревожная депрессия, препараты подобраны, нужна психотерапия. Ваши рекомендации.;"Стаж 5 лет
Провожу психологические консультации в когнитивно-поведенческом подходе.
""Вы можете обратиться ко мне с проблемой:
-тревожность, панические атаки, различные страхи;
-ипохондрия;
-ОКР;
-низкая самооценка;
-тяжелые эмоциональные состояния;
-выбор и принятие решений;
-отсутствие сил и ресурса;
-прокрастинация;
-профессиональное выгорание;
-навязчивые мысли.""
""Член ассоциаций врачей:
Член Ассоциации Когнитивно-Поведенческой Психотерапии""";0;2
Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения;"Стаж 5 лет
Провожу психологические консультации в когнитивно-поведенческом подходе.
""Вы можете обратиться ко мне с проблемой:
-тревожность, панические атаки, различные страхи;
-ипохондрия;
-ОКР;
-низкая самооценка;
-тяжелые эмоциональные состояния;
-выбор и принятие решений;
-отсутствие сил и ресурса;
-прокрастинация;
-профессиональное выгорание;
-навязчивые мысли.""
""Член ассоциаций врачей:
Член Ассоциации Когнитивно-Поведенческой Психотерапии""";0;2
Здравствуйте подскажите пожалуйста хорошего семейного психолога, мне с женой - в браке 7 лет, после жизненой двуякой ситуации и скандала есть вариант развода. Чувства, желания и множество пройденных неприятностей вместе не дают на эмоциях развестись. Нужен хороший психолог помочь разобраться в делах сердечных и сохранить брак.;"Стаж 5 лет
Работа с самооценкой, созависимость, кризисы, внутренние конфликты, тревога, абьюзивные отношения.";0;2
Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .;"Стаж 5 лет
Работа с самооценкой, созависимость, кризисы, внутренние конфликты, тревога, абьюзивные отношения.";1;4
Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .;"Стаж 5 лет
Работаю с тревогой, эмоциональным выгоранием. Оказываю помощь и поддержку в достижении следующих целей:";1;3
Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком;"Стаж 5 лет
Специализация:
Принимает взрослых с 18 лет.
Проводит консультирование по вопросам тревоги, страхов, раздражительности, отсутствия смысла. Работает с чувством неудовлетворенности собой, семейным положением, работой,  жизнью. Обучает техникам саморегуляции,  концентрации внимания, навыкам эффективного общения, способам разрешения конфликтов.";0;1
"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало.
Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню.
И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ";"Стаж 5 лет
Специализация:
Принимает взрослых с 18 лет.
Проводит консультирование по вопросам тревоги, страхов, раздражительности, отсутствия смысла. Работает с чувством неудовлетворенности собой, семейным положением, работой,  жизнью. Обучает техникам саморегуляции,  концентрации внимания, навыкам эффективного общения, способам разрешения конфликтов.";0;2
Здравствуйте подскажите пожалуйста хорошего семейного психолога, мне с женой - в браке 7 лет, после жизненой двуякой ситуации и скандала есть вариант развода. Чувства, желания и множество пройденных неприятностей вместе не дают на эмоциях развестись. Нужен хороший психолог помочь разобраться в делах сердечных и сохранить брак.;"Стаж 6 лет
Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах.";1;3
Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .;"Стаж 6 лет
Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах.";1;5
Добрый день! Нужен психолог, специализирующийся на психосоматике. Обязательно с основным высшим психологическим образованием;"Стаж 6 лет
Принимает взрослых с 18 лет.
Психолог. КПТ, АСТ-терапевт.
Основное направление - работа с пищевым поведением (РПП, НПП), телесным перфекционизмом и отношениями с внешностью.
Также буду полезна, если Вы столкнулись с такими проблемами как:
• эмоциональное истощение, постоянный стресс, выгорание;
• сложности в карьере и личной жизни;
• тревожность, страхи, фобии, панические атаки, навязчивые мысли;
• депрессия и пониженное настроение;
• трудности самоопределения и поиска смысла жизни;
• прокрастинация и деструктивный перфекционизм, самокритика.""
На данный момент прохожу повышение квалификации в МГУ им. Ломоносова на курсе ""Терапия принятия и ответственности"" (АСТ-терапия).";0;2
Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком;"Стаж 7 лет
Принимает взрослых с 18 лет.
Практикующий психолог в аналитическом (юнгианском) подходе. Аналитическое направление как способ работы с глубинными аспектами психики преимущественно предполагает работу в длительной терапии. Формат краткосрочной терапии (до 15 встреч) возможен при учете индивидуального запроса. Для того, чтобы я могла вас лучше понять и эффективнее оказать помощь, встреча осуществятся в формате видеосвязи.
Темы, с которыми можно обратиться: — трудности во взаимоотношениях; — детско-родительские отношения; — психотравмы; — психосоматика; — сложные чувства (апатия, тревожность, одиночество, стыд, вина, агрессия); — потеря внутренней опоры; — глубинные невыраженные переживания; — переживание горя, утраты.
";1;3
Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!;"Стаж 7 лет
Принимает взрослых с 18 лет.
Практикующий психолог в аналитическом (юнгианском) подходе. Аналитическое направление как способ работы с глубинными аспектами психики преимущественно предполагает работу в длительной терапии. Формат краткосрочной терапии (до 15 встреч) возможен при учете индивидуального запроса. Для того, чтобы я могла вас лучше понять и эффективнее оказать помощь, встреча осуществятся в формате видеосвязи.
Темы, с которыми можно обратиться: — трудности во взаимоотношениях; — детско-родительские отношения; — психотравмы; — психосоматика; — сложные чувства (апатия, тревожность, одиночество, стыд, вина, агрессия); — потеря внутренней опоры; — глубинные невыраженные переживания; — переживание горя, утраты.
";1;5
Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .;"Стаж 7 лет
Принимает взрослых с 18 лет.
Практикующий психолог в аналитическом (юнгианском) подходе. Аналитическое направление как способ работы с глубинными аспектами психики преимущественно предполагает работу в длительной терапии. Формат краткосрочной терапии (до 15 встреч) возможен при учете индивидуального запроса. Для того, чтобы я могла вас лучше понять и эффективнее оказать помощь, встреча осуществятся в формате видеосвязи.
Темы, с которыми можно обратиться: — трудности во взаимоотношениях; — детско-родительские отношения; — психотравмы; — психосоматика; — сложные чувства (апатия, тревожность, одиночество, стыд, вина, агрессия); — потеря внутренней опоры; — глубинные невыраженные переживания; — переживание горя, утраты.
";1;5
Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!;"Стаж 8 лет
Принимает взрослых с 18 лет.
Я - врач-психиатр и психотерапевт.
На консультации смогу помочь вам разобраться в вашем состоянии, уточнить диагноз и рассказать наиболее правильные варианты решения проблемы.
Если у вас есть проблемы эмоционального характера, непонятные телесные симптомы или вас все регулярно направляют к психиатру, то мы можем встретиться на онлайн консультации и вместе определить в чем дело и как лучше всего поступать в дальнейшем.
Также могу проконсультировать по препаратам которые используются для лечения в психиатрии.";0;2
Здравствуйте, подскажите пожалуйста куда можно обратиться за диагностикой. Я постоянно отвлекаюсь, забываю про запланированные дела, откладываю дела про которые помню на часы и дни, хотя задачи простые, а другими вещами могу увлечься так что не оторвать - пока мне вдруг не надоест. Мне кажется что у меня недиагнозированный СДВГ, и это сильно мешает моей продуктивности;"Стаж 8 лет
Принимает взрослых с 18 лет.
Я - врач-психиатр и психотерапевт.
На консультации смогу помочь вам разобраться в вашем состоянии, уточнить диагноз и рассказать наиболее правильные варианты решения проблемы.
Если у вас есть проблемы эмоционального характера, непонятные телесные симптомы или вас все регулярно направляют к психиатру, то мы можем встретиться на онлайн консультации и вместе определить в чем дело и как лучше всего поступать в дальнейшем.
Также могу проконсультировать по препаратам которые используются для лечения в психиатрии.";1;4
Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .;"Стаж 8 лет
Принимает взрослых с 18 лет.
Я - врач-психиатр и психотерапевт.
На консультации смогу помочь вам разобраться в вашем состоянии, уточнить диагноз и рассказать наиболее правильные варианты решения проблемы.
Если у вас есть проблемы эмоционального характера, непонятные телесные симптомы или вас все регулярно направляют к психиатру, то мы можем встретиться на онлайн консультации и вместе определить в чем дело и как лучше всего поступать в дальнейшем.
Также могу проконсультировать по препаратам которые используются для лечения в психиатрии.";0;2
